route,trip,longitude,latitude,scheduled_time,d_time
16X, 8369,-122.42302,37.77597,59220,-114
16X, 8369,-122.466746,37.766001,59700,-49
16X, 8369,-122.47761,37.765526,60000,-37
16X, 8369,-122.495056,37.753493,60720,-126
16X, 8369,-122.507509,37.750927,60960,-25
16X, 8415,-122.42302,37.77597,59820,-80
16X, 8415,-122.466746,37.766001,60300,-2
16X, 8415,-122.47761,37.765526,60600,-12
16X, 8415,-122.495056,37.753493,61320,-34
16X, 8415,-122.507509,37.750927,61560,78
16X, 8165,-122.42302,37.77597,58260,326
16X, 8165,-122.466746,37.766001,58740,434
16X, 8165,-122.47761,37.765526,59040,368
16X, 8165,-122.495056,37.753493,59700,405
16X, 8165,-122.507509,37.750927,59940,523
16X, 8415,-122.408576,37.784314,63600,69
16X, 8415,-122.42302,37.77597,64380,45
16X, 8415,-122.466746,37.766001,64980,86
16X, 8415,-122.47761,37.765526,65280,83
16X, 8415,-122.495056,37.753493,66060,-52
16X, 8415,-122.507509,37.750927,66360,0
16X, 8369,-122.408576,37.784314,63060,19
16X, 8369,-122.42302,37.77597,63840,-52
16X, 8369,-122.466746,37.766001,64500,-157
16X, 8369,-122.47761,37.765526,64800,-203
16X, 8369,-122.495056,37.753493,65580,-395
16X, 8369,-122.507509,37.750927,65880,-359
16X, 8448,-122.408576,37.784314,64200,63
16X, 8448,-122.42302,37.77597,64980,-111
16X, 8448,-122.466746,37.766001,65580,-68
16X, 8448,-122.47761,37.765526,65880,-91
16X, 8448,-122.495056,37.753493,66600,-249
16X, 8448,-122.507509,37.750927,66900,-199
16X, 8405,-122.42302,37.77597,65580,-160
16X, 8405,-122.466746,37.766001,66180,-172
16X, 8405,-122.47761,37.765526,66480,-296
16X, 8405,-122.495056,37.753493,67200,-452
16X, 8405,-122.507509,37.750927,67500,-432
16X, 8157,-122.42302,37.77597,66180,129
16X, 8157,-122.466746,37.766001,66780,1067
16X, 8157,-122.47761,37.765526,67080,999
16X, 8165,-122.408576,37.784314,61980,197
16X, 8165,-122.42302,37.77597,62700,554
16X, 8165,-122.466746,37.766001,63300,698
16X, 8165,-122.47761,37.765526,63600,682
16X, 8165,-122.495056,37.753493,64320,696
16X, 8165,-122.507509,37.750927,64620,762
16X, 6271,-122.405675,37.785527,25080,307
16X, 6271,-122.42195,37.775063,24600,149
16X, 6271,-122.46623,37.765859,24180,106
16X, 6271,-122.477186,37.765384,24000,46
16X, 6271,-122.495422,37.753332,23340,76
16X, 6271,-122.507509,37.750927,23100,35
16X, 8416,-122.405675,37.785527,26940,417
16X, 8416,-122.42195,37.775063,26460,196
16X, 8416,-122.46623,37.765859,25920,94
16X, 8416,-122.477186,37.765384,25740,1
16X, 8124,-122.405675,37.785527,27600,131
16X, 8124,-122.42195,37.775063,27060,14
16X, 8124,-122.46623,37.765859,26460,-11
16X, 8124,-122.477186,37.765384,26280,-37
16X, 8124,-122.495422,37.753332,25560,27
16X, 8192,-122.405675,37.785527,28140,276
16X, 8192,-122.42195,37.775063,27600,192
16X, 8192,-122.46623,37.765859,27000,-6
16X, 8159,-122.405675,37.785527,28620,237
16X, 8159,-122.42195,37.775063,28080,6
16X, 8159,-122.46623,37.765859,27480,-197
16X, 8186,-122.405675,37.785527,29280,437
16X, 8186,-122.42195,37.775063,28680,437
16X, 8186,-122.46623,37.765859,28080,177
16X, 8186,-122.477186,37.765384,27900,99
16X, 8186,-122.495422,37.753332,27180,-28
16X, 6271,-122.405675,37.785527,29820,884
16X, 6271,-122.42195,37.775063,29220,665
16X, 6271,-122.46623,37.765859,28620,294
16X, 6271,-122.477186,37.765384,28440,66
16X, 6271,-122.495422,37.753332,27720,-47
16X, 6271,-122.507509,37.750927,27360,-34
16X, 6206,-122.405675,37.785527,30360,733
16X, 6206,-122.42195,37.775063,29760,461
16X, 6206,-122.46623,37.765859,29160,18
16X, 6206,-122.477186,37.765384,28980,-94
16X, 6206,-122.495422,37.753332,28260,-48
16X, 6206,-122.507509,37.750927,27900,-13
16X, 8416,-122.405675,37.785527,31440,882
16X, 8416,-122.42195,37.775063,30780,659
16X, 8416,-122.46623,37.765859,30180,324
16X, 8416,-122.477186,37.765384,30000,234
16X, 8416,-122.495422,37.753332,29280,119
16X, 8416,-122.507509,37.750927,28980,151
16X, 8124,-122.405675,37.785527,31920,1054
16X, 8124,-122.42195,37.775063,31320,840
16X, 8124,-122.46623,37.765859,30720,621
16X, 8124,-122.477186,37.765384,30540,615
16X, 8124,-122.495422,37.753332,29820,449
16X, 8124,-122.507509,37.750927,29520,445
16X, 8184,-122.405675,37.785527,32460,578
16X, 8184,-122.42195,37.775063,31860,372
16X, 8184,-122.46623,37.765859,31260,235
16X, 8184,-122.477186,37.765384,31080,231
16X, 8184,-122.495422,37.753332,30360,165
16X, 8184,-122.507509,37.750927,30060,173
16X, 8369,-122.405675,37.785527,33000,555
16X, 8369,-122.42195,37.775063,32400,370
16X, 8369,-122.46623,37.765859,31800,330
16X, 8369,-122.477186,37.765384,31620,291
16X, 8369,-122.495422,37.753332,30900,230
16X, 8369,-122.507509,37.750927,30600,161
