route,trip,longitude,latitude,scheduled_time,d_time
F, 1010,-122.393874,37.794105,59580,1330
F, 1010,-122.399069,37.79111,59880,1332
F, 1010,-122.405744,37.785857,60180,1364
F, 1010,-122.41081,37.807841,58860,1100
F, 1010,-122.412441,37.780568,60480,1417
F, 1010,-122.417366,37.807248,58620,1018
F, 1010,-122.419183,37.775243,60780,1512
F, 1010,-122.428628,37.767829,61200,1565
F, 1060,-122.393874,37.794105,59940,1436
F, 1060,-122.399069,37.79111,60240,1425
F, 1060,-122.405744,37.785857,60540,1418
F, 1060,-122.41081,37.807841,59220,1015
F, 1060,-122.412441,37.780568,60840,1437
F, 1060,-122.417366,37.807248,58980,1087
F, 1060,-122.419183,37.775243,61140,1464
F, 1060,-122.428628,37.767829,61560,1497
F, 1060,-122.434866,37.76252,61860,1527
F, 1061,-122.393874,37.794105,60300,152
F, 1061,-122.399069,37.79111,60600,131
F, 1061,-122.405744,37.785857,60900,2
F, 1061,-122.41081,37.807841,59580,108
F, 1061,-122.412441,37.780568,61200,20
F, 1061,-122.417366,37.807248,59340,122
F, 1061,-122.419183,37.775243,61500,-94
F, 1061,-122.428628,37.767829,61920,-36
F, 1061,-122.434866,37.76252,62220,26
F, 1057,-122.393874,37.794105,60660,463
F, 1057,-122.399069,37.79111,60960,433
F, 1057,-122.405744,37.785857,61260,439
F, 1057,-122.41081,37.807841,59940,121
F, 1057,-122.412441,37.780568,61560,484
F, 1057,-122.417366,37.807248,59700,361
F, 1057,-122.419183,37.775243,61860,534
F, 1057,-122.428628,37.767829,62280,597
F, 1057,-122.434866,37.76252,62580,575
F, 1895,-122.393874,37.794105,61020,173
F, 1895,-122.399069,37.79111,61320,131
F, 1895,-122.405744,37.785857,61620,244
F, 1895,-122.41081,37.807841,60300,-146
F, 1895,-122.412441,37.780568,61920,234
F, 1895,-122.417366,37.807248,60060,94
F, 1895,-122.419183,37.775243,62220,237
F, 1895,-122.428628,37.767829,62640,304
F, 1895,-122.434866,37.76252,62940,293
F, 1053,-122.393874,37.794105,61380,171
F, 1053,-122.399069,37.79111,61680,130
F, 1053,-122.405744,37.785857,61980,93
F, 1053,-122.41081,37.807841,60660,108
F, 1053,-122.412441,37.780568,62280,201
F, 1053,-122.417366,37.807248,60420,78
F, 1053,-122.419183,37.775243,62580,225
F, 1053,-122.428628,37.767829,63000,302
F, 1053,-122.434866,37.76252,63300,315
F, 1063,-122.393874,37.794105,61740,2
F, 1063,-122.399069,37.79111,62040,-57
F, 1063,-122.405744,37.785857,62340,-32
F, 1063,-122.41081,37.807841,61020,-85
F, 1063,-122.412441,37.780568,62640,-61
F, 1063,-122.417366,37.807248,60780,-63
F, 1063,-122.419183,37.775243,62940,-24
F, 1063,-122.428628,37.767829,63360,149
F, 1063,-122.434866,37.76252,63660,119
F, 1815,-122.393874,37.794105,62100,11
F, 1815,-122.399069,37.79111,62400,-41
F, 1815,-122.405744,37.785857,62700,-25
F, 1815,-122.41081,37.807841,61380,-47
F, 1815,-122.412441,37.780568,63000,128
F, 1815,-122.417366,37.807248,61140,175
F, 1815,-122.419183,37.775243,63300,171
F, 1815,-122.428628,37.767829,63720,209
F, 1815,-122.434866,37.76252,64020,243
F, 1818,-122.393874,37.794105,62820,-260
F, 1818,-122.399069,37.79111,63120,-248
F, 1818,-122.405744,37.785857,63420,-278
F, 1818,-122.41081,37.807841,62100,-250
F, 1818,-122.412441,37.780568,63720,52
F, 1818,-122.417366,37.807248,61860,-256
F, 1818,-122.419183,37.775243,64020,59
F, 1818,-122.428628,37.767829,64440,142
F, 1818,-122.434866,37.76252,64740,122
F, 8231,-122.417366,37.807248,62220,1253
F, 1074,-122.393874,37.794105,63540,-154
F, 1074,-122.399069,37.79111,63840,-196
F, 1074,-122.405744,37.785857,64140,-82
F, 1074,-122.41081,37.807841,62820,-70
F, 1074,-122.412441,37.780568,64440,-47
F, 1074,-122.417366,37.807248,62580,-53
F, 1074,-122.419183,37.775243,64740,-32
F, 1074,-122.428628,37.767829,65160,6
F, 1893,-122.393874,37.794105,63900,170
F, 1893,-122.399069,37.79111,64200,186
F, 1893,-122.405744,37.785857,64500,212
F, 1893,-122.41081,37.807841,63180,54
F, 1893,-122.412441,37.780568,64800,179
F, 1893,-122.417366,37.807248,62940,6
F, 1893,-122.419183,37.775243,65100,276
F, 1893,-122.428628,37.767829,65520,412
F, 1893,-122.434866,37.76252,65820,366
F, 1059,-122.393874,37.794105,64260,21
F, 1059,-122.399069,37.79111,64560,53
