route,trip,longitude,latitude,scheduled_time,d_time
N, 1463,-122.394364,37.776058,70980,333
N, 1536,-122.394364,37.776058,70980,485
N, 1536,-122.396431,37.793152,71520,553
N, 1483,-122.396431,37.793152,71520,553
N, 1483,-122.41934,37.775234,71880,548
N, 1536,-122.41934,37.775234,71880,548
N, 1536,-122.456561,37.765003,72480,514
N, 1483,-122.456561,37.765003,72480,518
N, 1483,-122.476825,37.76174,73020,538
N, 1536,-122.476825,37.76174,73020,543
N, 1536,-122.495565,37.760912,73320,563
N, 1483,-122.495565,37.760912,73320,567
N, 1536,-122.509201,37.760348,73620,682
N, 1483,-122.509201,37.760348,73620,702
N, 1550,-122.394364,37.776058,71880,1379
N, 1405,-122.394364,37.776058,71880,1379
N, 1550,-122.396431,37.793152,72420,927
N, 1405,-122.396431,37.793152,72420,927
N, 1550,-122.41934,37.775234,72780,927
N, 1405,-122.41934,37.775234,72780,927
N, 1405,-122.456561,37.765003,73380,895
N, 1550,-122.456561,37.765003,73380,886
N, 1550,-122.476825,37.76174,73920,947
N, 1405,-122.476825,37.76174,73920,955
N, 1405,-122.495565,37.760912,74220,1018
N, 1550,-122.495565,37.760912,74220,1014
N, 1550,-122.509201,37.760348,74520,994
N, 1405,-122.509201,37.760348,74520,1066
N, 1534,-122.394364,37.776058,72840,495
N, 1495,-122.394364,37.776058,72840,498
N, 1534,-122.396431,37.793152,73380,724
N, 1495,-122.396431,37.793152,73380,726
N, 1495,-122.41934,37.775234,73740,713
N, 1534,-122.41934,37.775234,73740,713
N, 1495,-122.456561,37.765003,74340,777
N, 1534,-122.456561,37.765003,74340,773
N, 1495,-122.476825,37.76174,74880,810
N, 1534,-122.476825,37.76174,74880,802
N, 1534,-122.495565,37.760912,75180,852
N, 1495,-122.495565,37.760912,75180,881
N, 1495,-122.509201,37.760348,75480,930
N, 1534,-122.509201,37.760348,75480,957
N, 1528,-122.394364,37.776058,73860,675
N, 1493,-122.394364,37.776058,73860,654
N, 1493,-122.396431,37.793152,74400,911
N, 1528,-122.396431,37.793152,74400,911
N, 1493,-122.41934,37.775234,74760,916
N, 1528,-122.41934,37.775234,74760,916
N, 1493,-122.456561,37.765003,75360,949
N, 1528,-122.456561,37.765003,75360,954
N, 1493,-122.476825,37.76174,75900,968
N, 1528,-122.476825,37.76174,75900,967
N, 1528,-122.495565,37.760912,76200,1065
N, 1493,-122.495565,37.760912,76200,1046
N, 1528,-122.509201,37.760348,76500,1059
N, 1493,-122.509201,37.760348,76500,1021
N, 1420,-122.394364,37.776058,74880,-5
N, 1477,-122.394364,37.776058,74880,-1
N, 1420,-122.396431,37.793152,75420,121
N, 1477,-122.396431,37.793152,75420,121
N, 1420,-122.41934,37.775234,75780,98
N, 1477,-122.41934,37.775234,75780,98
N, 1477,-122.456561,37.765003,76380,61
N, 1420,-122.456561,37.765003,76380,56
N, 1420,-122.476825,37.76174,76920,50
N, 1477,-122.476825,37.76174,76920,50
N, 1477,-122.495565,37.760912,77220,135
N, 1420,-122.495565,37.760912,77220,130
N, 1477,-122.509201,37.760348,77520,285
N, 1420,-122.509201,37.760348,77520,105
N, 1465,-122.394364,37.776058,75900,-39
N, 1455,-122.394364,37.776058,75900,-318
N, 1455,-122.396431,37.793152,76440,-50
N, 1465,-122.396431,37.793152,76440,-50
N, 1455,-122.41934,37.775234,76740,15
N, 1465,-122.41934,37.775234,76740,15
N, 1465,-122.456561,37.765003,77340,2
N, 1455,-122.456561,37.765003,77340,1
N, 1455,-122.476825,37.76174,77820,240
N, 1465,-122.476825,37.76174,77820,247
N, 1455,-122.495565,37.760912,78120,344
N, 1465,-122.495565,37.760912,78120,334
N, 1465,-122.509201,37.760348,78360,382
N, 1455,-122.509201,37.760348,78360,361
N, 1474,-122.394364,37.776058,77100,85
N, 1485,-122.394364,37.776058,77100,75
N, 1485,-122.396431,37.793152,77640,337
N, 1474,-122.396431,37.793152,77640,337
N, 1474,-122.41934,37.775234,77940,423
N, 1485,-122.41934,37.775234,77940,423
N, 1485,-122.456561,37.765003,78540,325
N, 1474,-122.456561,37.765003,78540,335
N, 1474,-122.476825,37.76174,79020,352
N, 1485,-122.476825,37.76174,79020,328
N, 1485,-122.495565,37.760912,79320,382
N, 1474,-122.495565,37.760912,79320,396
N, 1485,-122.509201,37.760348,79560,448
N, 1474,-122.509201,37.760348,79560,424
N, 1536,-122.394364,37.776058,78300,-1
N, 1483,-122.394364,37.776058,78300,-17
N, 1536,-122.396431,37.793152,78840,1145
N, 1483,-122.396431,37.793152,78840,1145
N, 1536,-122.41934,37.775234,79140,1205
N, 1483,-122.41934,37.775234,79140,1205
N, 1536,-122.456561,37.765003,79740,1183
N, 1483,-122.456561,37.765003,79740,1177
N, 1483,-122.476825,37.76174,80220,1344
N, 1536,-122.476825,37.76174,80220,1332
N, 1483,-122.495565,37.760912,80520,1501
N, 1536,-122.495565,37.760912,80520,1501
N, 1536,-122.509201,37.760348,80760,1417
N, 1483,-122.509201,37.760348,80760,1343
N, 1405,-122.396431,37.793152,80040,-868
N, 1550,-122.396431,37.793152,80040,-868
N, 1405,-122.41934,37.775234,80340,-678
N, 1550,-122.41934,37.775234,80340,-678
N, 1405,-122.456561,37.765003,80940,-741
N, 1550,-122.456561,37.765003,80940,-732
N, 1550,-122.476825,37.76174,81420,-640
N, 1405,-122.476825,37.76174,81420,-672
N, 1550,-122.495565,37.760912,81720,-590
N, 1405,-122.495565,37.760912,81720,-601
N, 1405,-122.509201,37.760348,81960,-601
N, 1550,-122.509201,37.760348,81960,-539
N, 1495,-122.394364,37.776058,80700,87
N, 1534,-122.394364,37.776058,80700,-206
N, 1534,-122.396431,37.793152,81240,187
N, 1495,-122.396431,37.793152,81240,187
N, 1534,-122.41934,37.775234,81540,249
N, 1495,-122.41934,37.775234,81540,249
N, 1534,-122.456561,37.765003,82140,215
N, 1495,-122.456561,37.765003,82140,223
N, 1495,-122.476825,37.76174,82620,253
N, 1534,-122.476825,37.76174,82620,254
N, 1534,-122.495565,37.760912,82920,351
N, 1495,-122.495565,37.760912,82920,399
N, 1534,-122.509201,37.760348,83160,517
N, 1495,-122.509201,37.760348,83160,539
N, 1493,-122.394364,37.776058,81900,18
N, 1528,-122.394364,37.776058,81900,-2
N, 1528,-122.396431,37.793152,82440,386
N, 1493,-122.396431,37.793152,82440,386
N, 1528,-122.41934,37.775234,82740,439
N, 1493,-122.41934,37.775234,82740,439
N, 1493,-122.456561,37.765003,83340,443
N, 1528,-122.456561,37.765003,83340,434
N, 1493,-122.476825,37.76174,83820,478
N, 1528,-122.476825,37.76174,83820,465
N, 1493,-122.495565,37.760912,84120,506
N, 1528,-122.495565,37.760912,84120,497
N, 1493,-122.509201,37.760348,84360,537
N, 1528,-122.509201,37.760348,84360,512
N, 1465,-122.394364,37.776058,83100,11
N, 1455,-122.394364,37.776058,83100,20
N, 1465,-122.396431,37.793152,83640,194
N, 1455,-122.396431,37.793152,83640,194
N, 1465,-122.41934,37.775234,83940,240
N, 1455,-122.41934,37.775234,83940,240
N, 1455,-122.456561,37.765003,84540,257
N, 1465,-122.456561,37.765003,84540,256
N, 1455,-122.476825,37.76174,85020,398
N, 1465,-122.476825,37.76174,85020,391
N, 1465,-122.495565,37.760912,85320,415
N, 1455,-122.495565,37.760912,85320,414
N, 1455,-122.509201,37.760348,85560,488
N, 1465,-122.509201,37.760348,85560,488
N, 1474,-122.394364,37.776058,84300,268
N, 1485,-122.394364,37.776058,84300,269
N, 1485,-122.396431,37.793152,84840,449
N, 1474,-122.396431,37.793152,84840,449
N, 1474,-122.41934,37.775234,85140,485
N, 1485,-122.41934,37.775234,85140,485
N, 1474,-122.456561,37.765003,85740,499
N, 1485,-122.456561,37.765003,85740,508
N, 1536,-122.394364,37.776058,85500,44
N, 1483,-122.394364,37.776058,85500,56
N, 1483,-122.396431,37.793152,86040,193
N, 1536,-122.396431,37.793152,86040,193
N, 1455,-122.394364,37.776058,28800,130
N, 1465,-122.394364,37.776058,28800,128
N, 1465,-122.396431,37.793152,29340,384
N, 1455,-122.396431,37.793152,29340,384
N, 1465,-122.41934,37.775234,29700,363
N, 1455,-122.41934,37.775234,29700,363
N, 1465,-122.456561,37.765003,30300,412
N, 1455,-122.456561,37.765003,30300,421
N, 1465,-122.476825,37.76174,30900,463
N, 1455,-122.476825,37.76174,30900,482
N, 1465,-122.495565,37.760912,31260,500
N, 1455,-122.495565,37.760912,31260,477
N, 1455,-122.509201,37.760348,31500,581
N, 1465,-122.509201,37.760348,31500,581
N, 1440,-122.394364,37.776058,29700,184
N, 1502,-122.394364,37.776058,29700,182
N, 1440,-122.396431,37.793152,30240,276
N, 1502,-122.396431,37.793152,30240,276
N, 1440,-122.41934,37.775234,30600,257
N, 1502,-122.41934,37.775234,30600,257
N, 1502,-122.456561,37.765003,31200,228
N, 1440,-122.456561,37.765003,31200,223
N, 1440,-122.476825,37.76174,31800,136
N, 1502,-122.476825,37.76174,31800,180
N, 1440,-122.495565,37.760912,32160,105
N, 1502,-122.495565,37.760912,32160,122
N, 1440,-122.509201,37.760348,32400,216
N, 1502,-122.509201,37.760348,32400,210
N, 1545,-122.394364,37.776058,30540,-3
N, 1484,-122.394364,37.776058,30540,-24
N, 1545,-122.396431,37.793152,31080,160
N, 1484,-122.396431,37.793152,31080,160
N, 1545,-122.41934,37.775234,31440,135
N, 1484,-122.41934,37.775234,31440,135
N, 1484,-122.456561,37.765003,32040,159
N, 1545,-122.456561,37.765003,32040,163
N, 1545,-122.476825,37.76174,32640,49
N, 1484,-122.476825,37.76174,32640,47
N, 1545,-122.495565,37.760912,33000,5
N, 1484,-122.495565,37.760912,33000,5
N, 1545,-122.509201,37.760348,33240,385
N, 1484,-122.509201,37.760348,33240,394
N, 1483,-122.394364,37.776058,31380,29
N, 1483,-122.396431,37.793152,31920,211
N, 1536,-122.396431,37.793152,31920,211
N, 1483,-122.41934,37.775234,32280,189
N, 1536,-122.41934,37.775234,32280,189
