route,trip,longitude,latitude,scheduled_time,d_time
14X, 6253,-122.40664,37.782725,60720,-147
14X, 6253,-122.42059,37.73229,61500,-159
14X, 6253,-122.431412,37.728696,61800,-202
14X, 6253,-122.441149,37.716455,62220,-118
14X, 6253,-122.46126,37.70602,62880,-250
14X, 5586,-122.40664,37.782725,58800,-12
14X, 6266,-122.40664,37.782725,59280,36
14X, 6266,-122.42059,37.73229,60060,-48
14X, 6266,-122.431412,37.728696,60360,-18
14X, 6266,-122.441149,37.716455,60780,3
14X, 6266,-122.46126,37.70602,61440,41
14X, 6407,-122.42059,37.73229,61980,606
14X, 6407,-122.431412,37.728696,62280,651
14X, 6407,-122.441149,37.716455,62700,633
14X, 6407,-122.46126,37.70602,63360,560
14X, 6202,-122.40664,37.782725,62640,49
14X, 6202,-122.42059,37.73229,63480,68
14X, 6202,-122.431412,37.728696,63780,31
14X, 6202,-122.441149,37.716455,64200,164
14X, 6202,-122.46126,37.70602,64800,179
14X, 6401,-122.42059,37.73229,63960,214
14X, 6401,-122.431412,37.728696,64260,168
14X, 6401,-122.441149,37.716455,64680,351
14X, 6401,-122.46126,37.70602,65280,395
14X, 7125,-122.40664,37.782725,63600,1590
14X, 6266,-122.394001,37.79266,63480,-15
14X, 6266,-122.40664,37.782725,64080,68
14X, 6266,-122.42059,37.73229,64920,38
14X, 6266,-122.431412,37.728696,65220,41
14X, 6266,-122.441149,37.716455,65640,205
14X, 6266,-122.46126,37.70602,66240,363
14X, 6293,-122.40664,37.782725,64560,1
14X, 6293,-122.42059,37.73229,65400,-114
14X, 6293,-122.431412,37.728696,65700,-181
14X, 6293,-122.441149,37.716455,66120,-109
14X, 6293,-122.46126,37.70602,66720,-179
14X, 6298,-122.40664,37.782725,65040,-65
14X, 6298,-122.42059,37.73229,65880,-221
14X, 6298,-122.431412,37.728696,66180,-236
14X, 6298,-122.441149,37.716455,66600,-221
14X, 6298,-122.46126,37.70602,67200,-147
14X, 6253,-122.394001,37.79266,64860,1
14X, 6253,-122.40664,37.782725,65400,120
14X, 6253,-122.42059,37.73229,66300,-186
14X, 6253,-122.431412,37.728696,66600,-198
14X, 6253,-122.441149,37.716455,67020,-157
14X, 6253,-122.46126,37.70602,67500,18
14X, 6295,-122.40654,37.78259,32880,689
14X, 6295,-122.42192,37.73095,31980,411
14X, 6295,-122.4313,37.72862,31800,390
14X, 6295,-122.440782,37.716642,31380,288
14X, 6295,-122.4522,37.70889,31080,221
14X, 6295,-122.455945,37.7112,30720,209
14X, 6295,-122.46126,37.70602,30900,171
14X, 6406,-122.40654,37.78259,24840,-41
14X, 6406,-122.42192,37.73095,24240,3
14X, 6406,-122.4313,37.72862,24060,15
14X, 6406,-122.440782,37.716642,23700,40
14X, 6406,-122.4522,37.70889,23400,43
14X, 6406,-122.46126,37.70602,23220,-11
