route,trip,longitude,latitude,scheduled_time,d_time
30X, 2823,-122.436176,37.800907,57720,-65
30X, 2823,-122.44258,37.80378,58080,-278
30X, 8228,-122.424871,37.802333,58140,47
30X, 8228,-122.436176,37.800907,58380,176
30X, 8228,-122.44258,37.80378,58740,375
30X, 8321,-122.40166,37.79606,58320,-119
30X, 8321,-122.424871,37.802333,58800,-28
30X, 8321,-122.436176,37.800907,59100,21
30X, 8321,-122.44258,37.80378,59460,77
30X, 8332,-122.436176,37.800907,59700,303
30X, 8332,-122.44258,37.80378,60060,458
30X, 8003,-122.40166,37.79606,59520,-39
30X, 8003,-122.424871,37.802333,60000,-37
30X, 8003,-122.436176,37.800907,60300,-6
30X, 8003,-122.44258,37.80378,60660,114
30X, 8215,-122.40166,37.79606,60720,-128
30X, 8215,-122.424871,37.802333,61200,-95
30X, 8215,-122.436176,37.800907,61500,-65
30X, 8215,-122.44258,37.80378,61860,-8
30X, 8228,-122.392534,37.791401,60900,205
30X, 8228,-122.40166,37.79606,61680,17
30X, 8228,-122.424871,37.802333,62220,-21
30X, 8228,-122.436176,37.800907,62520,79
30X, 8228,-122.44258,37.80378,62880,227
30X, 8321,-122.392534,37.791401,61320,24
30X, 8321,-122.40166,37.79606,62100,-220
30X, 8321,-122.424871,37.802333,62760,-283
30X, 8321,-122.436176,37.800907,63060,-249
30X, 8321,-122.44258,37.80378,63420,-120
30X, 8332,-122.392534,37.791401,62160,195
30X, 8332,-122.40166,37.79606,62940,-112
30X, 8332,-122.424871,37.802333,63600,-125
30X, 8332,-122.436176,37.800907,63900,39
30X, 8332,-122.44258,37.80378,64320,156
30X, 8003,-122.392534,37.791401,62580,34
30X, 8003,-122.40166,37.79606,63360,-102
30X, 8003,-122.424871,37.802333,64020,-98
30X, 8003,-122.436176,37.800907,64320,-70
30X, 8003,-122.44258,37.80378,64740,129
30X, 8019,-122.424871,37.802333,64440,-223
30X, 8019,-122.436176,37.800907,64740,-139
30X, 8019,-122.44258,37.80378,65160,-71
30X, 8215,-122.392534,37.791401,63840,14
30X, 8215,-122.40166,37.79606,64620,-288
30X, 8215,-122.424871,37.802333,65280,-290
30X, 8215,-122.436176,37.800907,65580,-329
30X, 8339,-122.424871,37.802333,65760,-142
30X, 8339,-122.436176,37.800907,66060,-102
30X, 8339,-122.44258,37.80378,66480,-7
30X, 8228,-122.392534,37.791401,64800,38
30X, 8228,-122.40166,37.79606,65580,-165
30X, 8228,-122.424871,37.802333,66240,-81
30X, 8228,-122.436176,37.800907,66540,30
30X, 8228,-122.44258,37.80378,66900,178
30X, 8321,-122.392534,37.791401,65280,13
30X, 8321,-122.40166,37.79606,66060,-240
30X, 8321,-122.424871,37.802333,66720,-192
30X, 8321,-122.436176,37.800907,67020,-188
30X, 8321,-122.44258,37.80378,67440,-148
30X, 8335,-122.40166,37.79606,66600,-154
30X, 8335,-122.424871,37.802333,67260,-203
30X, 8335,-122.436176,37.800907,67560,-243
30X, 8335,-122.44258,37.80378,67980,-154
30X, 8011,-122.392408,37.791303,23520,-215
30X, 8011,-122.4043,37.79607,22920,-84
30X, 8011,-122.424894,37.802199,22500,25
30X, 8011,-122.436371,37.800738,22200,67
30X, 8019,-122.392408,37.791303,24480,-218
30X, 8019,-122.4043,37.79607,23820,-116
30X, 8019,-122.424894,37.802199,23400,33
30X, 8019,-122.436371,37.800738,23100,13
30X, 8234,-122.392408,37.791303,25380,88
30X, 8234,-122.4043,37.79607,24720,122
30X, 8234,-122.424894,37.802199,24300,137
30X, 8234,-122.436371,37.800738,24000,122
30X, 8022,-122.392408,37.791303,26100,56
30X, 8022,-122.4043,37.79607,25440,107
30X, 8022,-122.424894,37.802199,25020,116
30X, 8022,-122.436371,37.800738,24720,68
30X, 8022,-122.443422,37.803647,24420,-14
30X, 8023,-122.392408,37.791303,26520,-45
30X, 8023,-122.4043,37.79607,25860,5
30X, 8023,-122.424894,37.802199,25440,65
30X, 8023,-122.436371,37.800738,25140,85
30X, 8042,-122.392408,37.791303,26880,-5
30X, 8042,-122.4043,37.79607,26220,-28
30X, 8042,-122.424894,37.802199,25800,57
30X, 8042,-122.436371,37.800738,25500,87
30X, 8042,-122.443422,37.803647,25200,-7
30X, 8011,-122.392408,37.791303,27180,-74
30X, 8011,-122.4043,37.79607,26520,-24
30X, 8011,-122.424894,37.802199,26100,6
30X, 8011,-122.436371,37.800738,25800,88
30X, 8011,-122.443422,37.803647,25500,66
30X, 8003,-122.392408,37.791303,27480,-91
30X, 8003,-122.4043,37.79607,26820,-35
30X, 8003,-122.424894,37.802199,26400,13
30X, 8003,-122.436371,37.800738,26100,17
30X, 8327,-122.392408,37.791303,27780,-206
30X, 8327,-122.4043,37.79607,27120,-49
30X, 8327,-122.424894,37.802199,26700,41
30X, 8327,-122.436371,37.800738,26400,71
30X, 8019,-122.392408,37.791303,28080,-61
30X, 8019,-122.4043,37.79607,27420,-27
30X, 8019,-122.424894,37.802199,27000,40
30X, 8019,-122.436371,37.800738,26700,23
30X, 8019,-122.443422,37.803647,26400,-48
30X, 8018,-122.392408,37.791303,28500,55
30X, 8018,-122.4043,37.79607,27780,92
30X, 8018,-122.424894,37.802199,27360,122
30X, 8018,-122.436371,37.800738,27060,70
30X, 8018,-122.443422,37.803647,26700,11
30X, 8344,-122.392408,37.791303,28740,-132
30X, 8344,-122.424894,37.802199,27600,70
30X, 8344,-122.436371,37.800738,27300,18
30X, 8344,-122.443422,37.803647,26940,-6
30X, 8234,-122.392408,37.791303,29160,50
30X, 8234,-122.4043,37.79607,28440,150
30X, 8234,-122.424894,37.802199,27960,154
30X, 8234,-122.436371,37.800738,27660,63
30X, 8234,-122.443422,37.803647,27240,32
30X, 8005,-122.392408,37.791303,29400,-107
30X, 8005,-122.4043,37.79607,28680,-79
30X, 8005,-122.424894,37.802199,28200,-10
30X, 8005,-122.436371,37.800738,27900,-44
30X, 8005,-122.443422,37.803647,27480,30
30X, 8022,-122.392408,37.791303,29700,-49
30X, 8022,-122.4043,37.79607,28980,29
30X, 8022,-122.424894,37.802199,28500,39
30X, 8022,-122.436371,37.800738,28200,25
30X, 8022,-122.443422,37.803647,27780,5
30X, 8317,-122.392408,37.791303,29940,-61
30X, 8317,-122.4043,37.79607,29220,3
30X, 8317,-122.424894,37.802199,28740,6
30X, 8317,-122.436371,37.800738,28440,-35
30X, 8317,-122.443422,37.803647,28020,11
30X, 8023,-122.392408,37.791303,30240,35
30X, 8023,-122.4043,37.79607,29520,58
