route,trip,longitude,latitude,scheduled_time,d_time
N, 1483,-122.394364,37.776058,32100,111
N, 1536,-122.394364,37.776058,32100,103
N, 1536,-122.396431,37.793152,32640,375
N, 1483,-122.396431,37.793152,32640,375
N, 1536,-122.41934,37.775234,33000,452
N, 1483,-122.41934,37.775234,33000,452
N, 1536,-122.456561,37.765003,33600,455
N, 1483,-122.456561,37.765003,33600,459
N, 1536,-122.476825,37.76174,34140,533
N, 1483,-122.476825,37.76174,34140,526
N, 1536,-122.495565,37.760912,34500,534
N, 1483,-122.495565,37.760912,34500,558
N, 1536,-122.509201,37.760348,34740,572
N, 1483,-122.509201,37.760348,34740,667
N, 1495,-122.394364,37.776058,32700,300
N, 1534,-122.394364,37.776058,32700,261
N, 1534,-122.396431,37.793152,33240,428
N, 1495,-122.396431,37.793152,33240,428
N, 1495,-122.41934,37.775234,33600,573
N, 1534,-122.41934,37.775234,33600,573
N, 1495,-122.456561,37.765003,34200,642
N, 1534,-122.456561,37.765003,34200,640
N, 1534,-122.476825,37.76174,34740,726
N, 1495,-122.476825,37.76174,34740,732
N, 1495,-122.495565,37.760912,35100,758
N, 1534,-122.495565,37.760912,35100,726
N, 1534,-122.509201,37.760348,35340,808
N, 1495,-122.509201,37.760348,35340,809
N, 1493,-122.394364,37.776058,33300,-9
N, 1493,-122.396431,37.793152,33840,110
N, 1493,-122.41934,37.775234,34200,86
N, 1528,-122.456561,37.765003,34800,174
N, 1493,-122.456561,37.765003,34800,183
N, 1528,-122.476825,37.76174,35340,216
N, 1493,-122.476825,37.76174,35340,217
N, 1493,-122.495565,37.760912,35700,250
N, 1528,-122.495565,37.760912,35700,245
N, 1493,-122.509201,37.760348,35940,286
N, 1528,-122.509201,37.760348,35940,285
N, 1548,-122.394364,37.776058,33840,-81
N, 1438,-122.394364,37.776058,33840,-106
N, 1548,-122.396431,37.793152,34440,-38
N, 1438,-122.396431,37.793152,34440,-38
N, 1548,-122.41934,37.775234,34860,-112
N, 1438,-122.41934,37.775234,34860,-112
N, 1438,-122.456561,37.765003,35460,-82
N, 1548,-122.456561,37.765003,35460,-78
N, 1548,-122.476825,37.76174,36060,11
N, 1438,-122.476825,37.76174,36060,3
N, 1548,-122.495565,37.760912,36420,-8
N, 1438,-122.495565,37.760912,36420,-19
N, 1438,-122.509201,37.760348,36720,-6
N, 1548,-122.509201,37.760348,36720,-43
N, 1511,-122.394364,37.776058,34440,274
N, 1475,-122.394364,37.776058,34440,281
N, 1475,-122.396431,37.793152,35040,450
N, 1511,-122.396431,37.793152,35040,450
N, 1475,-122.41934,37.775234,35460,383
N, 1511,-122.41934,37.775234,35460,383
N, 1475,-122.456561,37.765003,36060,426
N, 1511,-122.456561,37.765003,36060,447
N, 1511,-122.476825,37.76174,36660,512
N, 1475,-122.476825,37.76174,36660,516
N, 1511,-122.495565,37.760912,37020,532
N, 1475,-122.495565,37.760912,37020,562
N, 1475,-122.509201,37.760348,37320,601
N, 1511,-122.509201,37.760348,37320,561
N, 1464,-122.394364,37.776058,35040,54
N, 1543,-122.394364,37.776058,35040,25
N, 1464,-122.396431,37.793152,35640,11
N, 1543,-122.396431,37.793152,35640,11
N, 1543,-122.41934,37.775234,36060,-57
N, 1464,-122.41934,37.775234,36060,-57
N, 1543,-122.456561,37.765003,36660,74
N, 1464,-122.456561,37.765003,36660,86
N, 1543,-122.476825,37.76174,37260,11
N, 1464,-122.476825,37.76174,37260,22
N, 1464,-122.495565,37.760912,37620,48
N, 1543,-122.495565,37.760912,37620,21
N, 1543,-122.509201,37.760348,37920,62
N, 1464,-122.509201,37.760348,37920,99
N, 1506,-122.394364,37.776058,35640,94
N, 1411,-122.394364,37.776058,35640,87
N, 1411,-122.396431,37.793152,36240,241
N, 1506,-122.396431,37.793152,36240,241
N, 1506,-122.41934,37.775234,36660,188
N, 1411,-122.41934,37.775234,36660,188
N, 1506,-122.456561,37.765003,37260,212
N, 1411,-122.456561,37.765003,37260,204
N, 1411,-122.476825,37.76174,37860,297
N, 1506,-122.476825,37.76174,37860,312
N, 1411,-122.495565,37.760912,38220,316
N, 1506,-122.495565,37.760912,38220,323
N, 1411,-122.509201,37.760348,38520,374
N, 1506,-122.509201,37.760348,38520,380
N, 1510,-122.394364,37.776058,36240,89
N, 1525,-122.394364,37.776058,36240,85
N, 1510,-122.396431,37.793152,36840,309
N, 1525,-122.396431,37.793152,36840,309
N, 1525,-122.41934,37.775234,37260,232
N, 1510,-122.41934,37.775234,37260,232
N, 1510,-122.456561,37.765003,37860,286
N, 1525,-122.456561,37.765003,37860,294
N, 1510,-122.476825,37.76174,38460,298
N, 1525,-122.476825,37.76174,38460,295
N, 1525,-122.495565,37.760912,38820,337
N, 1510,-122.495565,37.760912,38820,338
N, 1525,-122.509201,37.760348,39120,355
N, 1510,-122.509201,37.760348,39120,342
N, 1478,-122.394364,37.776058,36840,107
N, 1488,-122.394364,37.776058,36840,85
N, 1478,-122.396431,37.793152,37440,260
N, 1488,-122.396431,37.793152,37440,260
N, 1478,-122.41934,37.775234,37860,190
N, 1488,-122.41934,37.775234,37860,190
N, 1488,-122.456561,37.765003,38460,304
N, 1478,-122.456561,37.765003,38460,318
N, 1478,-122.476825,37.76174,39060,423
N, 1488,-122.476825,37.76174,39060,411
N, 1478,-122.495565,37.760912,39420,430
N, 1488,-122.495565,37.760912,39420,424
N, 1478,-122.509201,37.760348,39720,445
N, 1488,-122.509201,37.760348,39720,429
N, 1508,-122.394364,37.776058,37440,60
N, 1492,-122.394364,37.776058,37440,78
N, 1492,-122.396431,37.793152,38040,353
N, 1508,-122.396431,37.793152,38040,353
N, 1492,-122.41934,37.775234,38460,288
N, 1508,-122.41934,37.775234,38460,288
N, 1492,-122.456561,37.765003,39060,448
N, 1508,-122.456561,37.765003,39060,463
N, 1508,-122.476825,37.76174,39660,504
N, 1492,-122.476825,37.76174,39660,501
N, 1492,-122.495565,37.760912,40020,499
N, 1508,-122.495565,37.760912,40020,501
N, 1508,-122.509201,37.760348,40320,493
N, 1492,-122.509201,37.760348,40320,528
N, 1444,-122.394364,37.776058,38040,341
N, 1518,-122.394364,37.776058,38040,343
N, 1518,-122.396431,37.793152,38640,536
N, 1444,-122.396431,37.793152,38640,536
N, 1518,-122.41934,37.775234,39060,469
N, 1444,-122.41934,37.775234,39060,469
N, 1518,-122.456561,37.765003,39660,865
N, 1444,-122.456561,37.765003,39660,857
N, 1444,-122.476825,37.76174,40260,1020
N, 1518,-122.476825,37.76174,40260,1032
N, 1518,-122.509201,37.760348,40920,1037
N, 1444,-122.509201,37.760348,40920,1033
N, 1517,-122.394364,37.776058,38640,154
N, 1481,-122.394364,37.776058,38640,190
N, 1517,-122.396431,37.793152,39240,271
N, 1481,-122.396431,37.793152,39240,271
N, 1481,-122.41934,37.775234,39660,202
N, 1517,-122.41934,37.775234,39660,202
N, 1517,-122.456561,37.765003,40260,342
N, 1481,-122.456561,37.765003,40260,363
N, 1517,-122.476825,37.76174,40860,505
N, 1481,-122.476825,37.76174,40860,516
N, 1517,-122.495565,37.760912,41220,499
N, 1481,-122.495565,37.760912,41220,508
N, 1517,-122.509201,37.760348,41520,483
N, 1481,-122.509201,37.760348,41520,501
N, 1536,-122.394364,37.776058,39240,133
N, 1483,-122.394364,37.776058,39240,116
N, 1483,-122.396431,37.793152,39840,491
N, 1475,-122.396431,37.793152,39840,2954
N, 1483,-122.41934,37.775234,40260,426
N, 1475,-122.41934,37.775234,40260,2935
N, 1483,-122.456561,37.765003,40860,574
N, 1475,-122.456561,37.765003,40860,46762
N, 1536,-122.476825,37.76174,41460,610
N, 1475,-122.476825,37.76174,41460,47010
N, 1483,-122.495565,37.760912,41820,611
N, 1475,-122.495565,37.760912,41820,47070
N, 1475,-122.509201,37.760348,42120,47392
N, 1536,-122.509201,37.760348,42120,647
N, 1534,-122.394364,37.776058,39840,-34
N, 1495,-122.394364,37.776058,39840,-34
N, 1495,-122.396431,37.793152,40440,-546
N, 1534,-122.396431,37.793152,40440,-546
N, 1534,-122.41934,37.775234,40860,-598
N, 1495,-122.41934,37.775234,40860,-598
N, 1534,-122.456561,37.765003,41460,-450
N, 1495,-122.456561,37.765003,41460,-469
N, 1534,-122.476825,37.76174,42060,-496
N, 1495,-122.476825,37.76174,42060,-494
N, 1495,-122.495565,37.760912,42420,-494
N, 1534,-122.495565,37.760912,42420,-495
N, 1534,-122.509201,37.760348,42720,-361
N, 1495,-122.509201,37.760348,42720,-382
N, 1493,-122.394364,37.776058,40440,336
N, 1528,-122.394364,37.776058,40440,350
N, 1493,-122.396431,37.793152,41040,502
N, 1528,-122.396431,37.793152,41040,502
N, 1493,-122.41934,37.775234,41460,382
N, 1528,-122.456561,37.765003,42060,527
N, 1493,-122.456561,37.765003,42060,515
N, 1493,-122.476825,37.76174,42660,43806
N, 1528,-122.476825,37.76174,42660,43800
N, 1528,-122.495565,37.760912,43020,43838
N, 1493,-122.495565,37.760912,43020,43830
N, 1493,-122.509201,37.760348,86520,636
N, 1528,-122.509201,37.760348,86520,581
N, 1548,-122.394364,37.776058,41040,505
N, 1438,-122.394364,37.776058,41040,507
N, 1438,-122.396431,37.793152,41640,1101
N, 1548,-122.396431,37.793152,41640,1101
N, 1548,-122.41934,37.775234,42060,1085
N, 1438,-122.41934,37.775234,42060,1085
N, 1548,-122.456561,37.765003,42660,44901
N, 1438,-122.456561,37.765003,42660,44901
N, 1438,-122.476825,37.76174,86460,1911
N, 1548,-122.476825,37.76174,86460,1907
N, 1438,-122.495565,37.760912,86820,1999
N, 1548,-122.495565,37.760912,86820,1997
N, 1438,-122.509201,37.760348,87120,2061
N, 1548,-122.509201,37.760348,87120,2057
N, 1511,-122.394364,37.776058,41640,28
N, 1511,-122.396431,37.793152,42240,554
N, 1511,-122.41934,37.775234,42660,535
N, 1511,-122.456561,37.765003,86460,1151
N, 1511,-122.476825,37.76174,87060,1394
N, 1511,-122.495565,37.760912,87420,1478
N, 1511,-122.509201,37.760348,87720,1746
N, 1464,-122.394364,37.776058,42240,205
