route,trip,longitude,latitude,scheduled_time,d_time
F, 1078,-122.393874,37.794105,59580,268
F, 1078,-122.399069,37.79111,59880,257
F, 1078,-122.405744,37.785857,60180,230
F, 1078,-122.41081,37.807841,58860,216
F, 1078,-122.412441,37.780568,60480,352
F, 1078,-122.417366,37.807248,58620,80
F, 1078,-122.419183,37.775243,60780,440
F, 1078,-122.428628,37.767829,61200,404
F, 1078,-122.434866,37.76252,61500,439
F, 8230,-122.393874,37.794105,59940,-250
F, 8230,-122.399069,37.79111,60240,307
F, 1055,-122.419183,37.775243,61140,155
F, 1055,-122.428628,37.767829,61560,141
F, 1055,-122.434866,37.76252,61860,220
F, 1072,-122.393874,37.794105,60300,330
F, 1072,-122.399069,37.79111,60600,346
F, 1072,-122.405744,37.785857,60900,361
F, 1072,-122.41081,37.807841,59580,286
F, 1072,-122.412441,37.780568,61200,304
F, 1072,-122.417366,37.807248,59340,298
F, 1072,-122.419183,37.775243,61500,329
F, 1072,-122.428628,37.767829,61920,304
F, 1072,-122.434866,37.76252,62220,288
F, 1074,-122.393874,37.794105,60660,301
F, 1074,-122.399069,37.79111,60960,299
F, 1074,-122.405744,37.785857,61260,304
F, 1074,-122.41081,37.807841,59940,169
F, 1074,-122.412441,37.780568,61560,365
F, 1074,-122.417366,37.807248,59700,-2
F, 1074,-122.419183,37.775243,61860,366
F, 1074,-122.428628,37.767829,62280,413
F, 1074,-122.434866,37.76252,62580,328
F, 1815,-122.393874,37.794105,61020,530
F, 1815,-122.399069,37.79111,61320,637
F, 1815,-122.405744,37.785857,61620,692
F, 1815,-122.41081,37.807841,60300,268
F, 1815,-122.412441,37.780568,61920,744
F, 1815,-122.417366,37.807248,60060,270
F, 1815,-122.419183,37.775243,62220,810
F, 1815,-122.428628,37.767829,62640,849
F, 1815,-122.434866,37.76252,62940,830
F, 1076,-122.393874,37.794105,61380,367
F, 1076,-122.399069,37.79111,61680,338
F, 1076,-122.405744,37.785857,61980,397
F, 1076,-122.41081,37.807841,60660,119
F, 1076,-122.412441,37.780568,62280,488
F, 1076,-122.417366,37.807248,60420,157
F, 1076,-122.419183,37.775243,62580,517
F, 1076,-122.428628,37.767829,63000,570
F, 1076,-122.434866,37.76252,63300,578
F, 1053,-122.393874,37.794105,61740,316
F, 1053,-122.399069,37.79111,62040,227
F, 1053,-122.405744,37.785857,62340,251
F, 1053,-122.41081,37.807841,61020,188
