route,trip,longitude,latitude,scheduled_time,d_time
16X, 8401,-122.42302,37.77597,59220,-107
16X, 8401,-122.466746,37.766001,59700,-42
16X, 8401,-122.47761,37.765526,60000,-119
16X, 8401,-122.495056,37.753493,60720,-194
16X, 8401,-122.507509,37.750927,60960,-128
16X, 8451,-122.42302,37.77597,59820,2
16X, 8451,-122.466746,37.766001,60300,145
16X, 8451,-122.47761,37.765526,60600,62
16X, 8451,-122.495056,37.753493,61320,-113
16X, 8451,-122.507509,37.750927,61560,-33
16X, 8442,-122.42302,37.77597,58260,-75
16X, 8442,-122.466746,37.766001,58740,-10
16X, 8442,-122.47761,37.765526,59040,-133
16X, 8442,-122.495056,37.753493,59700,-59
16X, 8442,-122.507509,37.750927,59940,132
16X, 8452,-122.42302,37.77597,63300,41
16X, 8452,-122.466746,37.766001,63960,-68
16X, 8452,-122.47761,37.765526,64260,-70
16X, 8452,-122.495056,37.753493,65040,-237
16X, 8452,-122.507509,37.750927,65340,-242
16X, 8451,-122.408576,37.784314,63600,182
16X, 8451,-122.42302,37.77597,64380,75
16X, 8451,-122.466746,37.766001,64980,-6
16X, 8451,-122.47761,37.765526,65280,-91
16X, 8451,-122.495056,37.753493,66060,-288
16X, 8451,-122.507509,37.750927,66360,-276
16X, 8401,-122.408576,37.784314,63060,62
16X, 8401,-122.42302,37.77597,63840,63
16X, 8401,-122.466746,37.766001,64500,-139
16X, 8401,-122.47761,37.765526,64800,-304
16X, 8401,-122.495056,37.753493,65580,-478
16X, 8401,-122.507509,37.750927,65880,-465
16X, 8431,-122.42302,37.77597,64980,-190
16X, 8431,-122.466746,37.766001,65580,-259
16X, 8431,-122.47761,37.765526,65880,-393
16X, 8431,-122.495056,37.753493,66600,-588
16X, 8431,-122.507509,37.750927,66900,-595
16X, 8169,-122.42302,37.77597,65580,30
16X, 8169,-122.466746,37.766001,66180,-55
16X, 8169,-122.47761,37.765526,66480,-98
16X, 8169,-122.495056,37.753493,67200,-234
16X, 8169,-122.507509,37.750927,67500,-168
16X, 8180,-122.42302,37.77597,66180,-21
16X, 8180,-122.466746,37.766001,66780,-132
16X, 8180,-122.47761,37.765526,67080,-205
16X, 8180,-122.495056,37.753493,67800,-433
16X, 8180,-122.507509,37.750927,68100,-249
16X, 8153,-122.408576,37.784314,61440,102
16X, 8153,-122.42302,37.77597,62160,219
16X, 8153,-122.466746,37.766001,62760,179
16X, 8153,-122.47761,37.765526,63060,118
16X, 8153,-122.495056,37.753493,63780,204
16X, 8153,-122.507509,37.750927,64080,318
16X, 8442,-122.408576,37.784314,61980,15
16X, 8442,-122.42302,37.77597,62700,23
16X, 8442,-122.466746,37.766001,63300,35
16X, 8442,-122.47761,37.765526,63600,-8
16X, 8442,-122.495056,37.753493,64320,44
16X, 8442,-122.507509,37.750927,64620,62
16X, 6296,-122.405675,37.785527,25080,321
16X, 6296,-122.42195,37.775063,24600,223
16X, 6296,-122.46623,37.765859,24180,109
16X, 6296,-122.477186,37.765384,24000,120
16X, 6296,-122.495422,37.753332,23340,127
16X, 6294,-122.405675,37.785527,25740,124
16X, 6294,-122.42195,37.775063,25260,-79
16X, 6294,-122.46623,37.765859,24780,-68
16X, 6294,-122.477186,37.765384,24600,-32
16X, 6294,-122.495422,37.753332,23880,37
16X, 6294,-122.507509,37.750927,23640,39
16X, 6250,-122.405675,37.785527,26400,101
16X, 6250,-122.42195,37.775063,25920,-19
16X, 6250,-122.46623,37.765859,25380,-9
16X, 6250,-122.477186,37.765384,25200,18
16X, 6250,-122.495422,37.753332,24480,61
16X, 8144,-122.405675,37.785527,26940,-125
16X, 8144,-122.42195,37.775063,26460,-185
16X, 8144,-122.46623,37.765859,25920,-159
16X, 8144,-122.477186,37.765384,25740,-180
16X, 8144,-122.495422,37.753332,25020,-55
16X, 8369,-122.405675,37.785527,27600,-136
16X, 8369,-122.42195,37.775063,27060,-148
16X, 8369,-122.46623,37.765859,26460,-34
16X, 8369,-122.477186,37.765384,26280,-26
16X, 8369,-122.495422,37.753332,25560,27
16X, 8429,-122.405675,37.785527,28140,386
16X, 8429,-122.42195,37.775063,27600,284
16X, 8429,-122.46623,37.765859,27000,78
16X, 8429,-122.477186,37.765384,26820,60
16X, C9246,-122.405675,37.785527,28620,390
16X, C9246,-122.42195,37.775063,28080,165
16X, 8135,-122.405675,37.785527,29280,819
16X, 8135,-122.42195,37.775063,28680,768
16X, 8135,-122.46623,37.765859,28080,347
16X, 8135,-122.477186,37.765384,27900,106
16X, 8135,-122.495422,37.753332,27180,74
16X, 6296,-122.405675,37.785527,29820,914
16X, 6296,-122.42195,37.775063,29220,681
16X, 6296,-122.46623,37.765859,28620,262
16X, 6296,-122.477186,37.765384,28440,-13
16X, 6296,-122.495422,37.753332,27720,-51
16X, 6296,-122.507509,37.750927,27360,-55
16X, 6294,-122.405675,37.785527,30360,875
16X, 6294,-122.42195,37.775063,29760,688
16X, 6294,-122.46623,37.765859,29160,279
16X, 6294,-122.477186,37.765384,28980,87
16X, 6294,-122.495422,37.753332,28260,12
16X, 6294,-122.507509,37.750927,27900,78
16X, 6250,-122.405675,37.785527,30960,1121
16X, 6250,-122.42195,37.775063,30300,820
16X, 6250,-122.46623,37.765859,29700,422
16X, 6250,-122.477186,37.765384,29520,266
16X, 6250,-122.495422,37.753332,28800,79
16X, 6250,-122.507509,37.750927,28440,97
16X, 8144,-122.405675,37.785527,31440,953
16X, 8144,-122.42195,37.775063,30780,805
16X, 8144,-122.46623,37.765859,30180,505
16X, 8144,-122.477186,37.765384,30000,325
16X, 8144,-122.495422,37.753332,29280,190
16X, 8144,-122.507509,37.750927,28980,175
16X, 8369,-122.405675,37.785527,31920,785
16X, 8369,-122.42195,37.775063,31320,616
16X, 8369,-122.46623,37.765859,30720,352
16X, 8369,-122.477186,37.765384,30540,226
16X, 8369,-122.495422,37.753332,29820,96
16X, 8369,-122.507509,37.750927,29520,-43
16X, 8140,-122.405675,37.785527,32460,1068
16X, 8140,-122.42195,37.775063,31860,541
16X, 8140,-122.46623,37.765859,31260,345
16X, 8140,-122.477186,37.765384,31080,222
16X, 8140,-122.495422,37.753332,30360,123
16X, 8140,-122.507509,37.750927,30060,61
16X, 8362,-122.405675,37.785527,33000,1243
16X, 8362,-122.42195,37.775063,32400,448
16X, 8362,-122.46623,37.765859,31800,227
16X, 8362,-122.477186,37.765384,31620,165
16X, 8362,-122.495422,37.753332,30900,159
16X, 8362,-122.507509,37.750927,30600,66
